id,pid,code,description,section
37476,27976,7607119083,"Aluminium and magnesium alloy strip or foil:<br>- of an alloy conforming to standards 5182-H19 or 5052-H19,<br>- in rolls with an outside diameter of minimum 1 250 mm but not more than 1 350 mm,<br>- of a thickness (tolerance - 0,006 mm) of 0,15 mm, 0,16 mm, 0,18 mm or 0,20 mm,<br>- of a width ( tolerance ± 0,3 mm) of 12,5 mm, 15,0 mm, 16,0 mm, 25,0 mm, 35,0 mm, 50,0 mm or 356 mm, <br>- having a camber tolerance of not more than 0,4 mm/750 mm,<br>- of a flatness measurement: I-unit ±4,<br>- having a tensile strength of more than (5182-H19) 365 MPa or (5052-H19) 320 MPa,<br>- of an elongation A50 of more than (5182-H19) 3 % or (5052-H19) 2,5 %<br>for use in the manufacture of slats for blinds<br>",
37676,27976,7607119087,Other,
8676,3476,7607190000,Other,
23176,8676,7607191000,"Of a thickness of less than 0,021 mm",
28176,23176,7607191010,"Of a thickness of 0,007 mm or more but less than 0,021 mm, in rolls of a weight not exceeding 10 kg, not further worked than rolled, embossed",
28276,23176,7607191090,Other,
23276,8676,7607199000,"Of a thickness of not less than 0,021 mm but not more than 0,2 mm",
28376,23276,7607199010,"Sheet in the form of a roll consisting of a laminate of lithium and manganese bonded to aluminium, with:					<br>- a width of 595 mm or more but not more than 605 mm, and<br>- a diameter of 690 mm or more but not more than 710 mm, <br><br>for use in the manufacture of cathodes for lithium-ion electric rechargeable batteries",
28476,23276,7607199090,Other,
3576,1076,7607200000,Backed,
8776,3576,7607201000,"Of a thickness (excluding any backing) of less than 0,021 mm",
8976,3576,7607209000,"Of a thickness (excluding any backing) of not less than 0,021 mm but not more than 0,2 mm",
1176,376,7608000000,Aluminium tubes and pipes,
3676,1176,7608100000,"Of aluminium, not alloyed",
9276,3676,7608100010,"With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft",
9376,3676,7608100020,"Tubes and pipes, ready for fitting, usable as hydraulic conduits or as conduits for fuel-oil or lubricants for use in certain types of aircraft",
9476,3676,7608100090,Other,
3776,1176,7608200000,Of aluminium alloys,
9976,3776,7608202000,Welded,
20076,9976,7608202010,"With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft",
20176,9976,7608202020,"Tubes and pipes, ready for fitting, usable as hydraulic conduits or as conduits for fuel-oil or lubricants for use in certain types of aircraft",
20376,9976,7608202090,Other,
10176,3776,,Other,
20576,10176,7608208100,Not further worked than extruded,
29376,20576,7608208110,"With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft",
29476,20576,7608208190,Other,
20676,10176,7608208900,Other,
29576,20676,7608208910,"With attached fittings, suitable for conducting gases or liquids, for use in civil aircraft",
29676,20676,7608208920,"Tubes and pipes, ready for fitting, usable as hydraulic conduits or as conduits for fuel-oil or lubricants for use in certain types of aircraft",
29776,20676,7608208930,"Seamless aluminium alloyed extruded tubes with:<br> <br>- an outer diameter of 60 mm or more but not more than 420 mm, and<br> <br>- a wall thickness of 10 mm or more but not more than 80 mm<br>",
29876,20676,7608208990,Other,
1276,376,7609000000,"Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves)",
3876,1276,7609000010,For use in certain types of aircraft,
3976,1276,7609000020,Aluminium tube or pipe fittings for affixing to radiators of motor bikes,
4076,1276,7609000090,Other,
1376,376,7610000000,"Aluminium structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balustrades, pillars and columns); aluminium plates, rods, profiles, tubes and the like, prepared for use in structures",
4176,1376,7610100000,"Doors, windows and their frames and thresholds for doors",
4276,1376,7610900000,Other,
10276,4276,7610901000,"Bridges and bridge-sections, towers and lattice masts",
10376,4276,7610909000,Other,
1476,376,7611000000,"Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",
1576,376,7612000000,"Aluminium casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",
4376,1576,7612100000,Collapsible tubular containers,
4476,1576,7612900000,Other,
10576,4476,7612902000,Containers of a kind used for aerosols,
10676,4476,7612903000,"Manufactured from foil of a thickness not exceeding 0,2 mm",
10776,4476,7612908000,Other,
2176,376,7613000000,Aluminium containers for compressed or liquefied gas,
4576,2176,7613000010,"Bottles for inflating escape chutes, intended for use in certain types of aircraft",
4676,2176,7613000020,"Aluminium container, seamless, for compressed natural gas or compressed hydrogen, wholly embedded in an overwrap of epoxy-carbon fibres composite, of a storage capacity of 172 l (± 10 %) and an unfilled weight of not more than 64 kg",
4776,2176,7613000090,Other,
1876,376,7614000000,"Stranded wire, cables, plaited bands and the like, of aluminium, not electrically insulated",
4876,1876,7614100000,With steel core,
4976,1876,7614900000,Other,
1976,376,7615000000,"Table, kitchen or other household articles and parts thereof, of aluminium; pot scourers and scouring or polishing pads, gloves and the like, of aluminium; sanitary ware and parts thereof, of aluminium",
5276,1976,7615100000,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",
13976,5276,7615101000,Cast,
21176,13976,7615101010,"Aluminium radiators and elements or sections of which such radiator is composed, whether or not such elements are assembled in blocks",
21276,13976,7615101090,Other,
11576,5276,7615103000,"Manufactured from foil of a thickness not exceeding 0,2 mm",
11676,5276,7615108000,Other,
21376,11676,7615108010,"Aluminium radiators and elements or sections of which such radiator is composed, whether or not such elements are assembled in blocks",
21476,11676,7615108090,Other,
5476,1976,7615200000,Sanitary ware and parts thereof,
2076,376,7616000000,Other articles of aluminium,
5576,2076,7616100000,"Nails, tacks, staples (other than those of heading 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers and similar articles",
12276,5576,7616100010,"Self-locking bolts and nuts (of the type ""Hi-lok"")",
12576,5576,,Other,
21976,12576,7616100091,For use in certain types of aircraft,
22076,12576,7616100099,Other,
5776,2076,,Other,
12976,5776,7616910000,"Cloth, grill, netting and fencing, of aluminium wire",
13076,5776,7616990000,Other,
22376,13076,7616991000,Cast,
30976,22376,7616991010,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft",
31076,22376,7616991020,"""Quick change"" apparatus for transforming passenger transport aeroplanes into goods transport aeroplanes and vice versa, for use in certain types of aircraft",
31176,22376,7616991030,"Aluminium engine bracket, with dimensions of:<br> <br>- height of more than 10 mm but not more than 200 mm<br> <br>- width of more than 10 mm but not more than 200 mm<br> <br>- length of more than 10 mm but not more than 200 mm<br>equipped with at least two fixing holes, made of aluminium alloys ENAC-46100 or ENAC-42100 (based on the norm EN:1706) with following characteristics:<br> <br>- internal porosity not more than 1 mm;<br> <br>- outer porosity not more than 2 mm;<br> <br>- Rockwell hardness HRB 10 or more<br>of a kind used in the production of suspensions systems for engines in motor vehicles",
31376,22376,,Other,
37976,31376,7616991091,"Aluminium radiators and elements or sections of which such radiator is composed, whether or not such elements are assembled in blocks",
38076,31376,7616991099,Other,
22476,13076,7616999000,Other,
31476,22476,,Hand-made,
38176,31476,7616999001,"Aluminium radiators and elements or sections of which such radiator is composed, whether or not such elements are assembled in blocks",
38276,31476,7616999009,Other,
31776,22476,,Other,
38376,31776,7616999010,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft",
38476,31776,7616999015,Honeycomb aluminium blocks of the type used in the manufacture of aircraft parts,
38576,31776,7616999020,"""Quick change"" apparatus for transforming passenger transport aeroplanes into goods transport aeroplanes and vice versa, for use in certain types of aircraft",
38676,31776,7616999025,"Metallised film:<br> <br>- consisting of eight or more layers of aluminium (CAS RN 7429-90-5) of a purity of 99,8 % or more,<br> <br>- with an optical density of each aluminium layer of not more than 3.0,<br> <br>- with each aluminium layer separated by a resin layer,<br> <br>- on a carrier film of PET, and<br> <br>- on rolls of up to 50 000 metres in length<br>",
38776,31776,7616999030,"Plates and sheets of variable thickness of widths of 1 200 mm or more, for use in certain types of aircraft",
39076,31776,7616999060,"Disc (target) with deposition material, consisting of molybdenum silicide:<br> <br>- containing 1mg/kg or less of sodium and<br> <br>- mounted on a copper or aluminium support<br>",
39276,31776,7616999070,Connecting components for use in the production of helicopter tail rotor shafts,
39476,31776,7616999077,Television pedestal stands with or without bracket for fixation to and stabilization of television cabinet case/body,
39876,31776,,Other,
41476,39876,7616999091,"Aluminium radiators and elements or sections of which such radiator is composed, whether or not such elements are assembled in blocks",
41576,39876,7616999099,Other,
378,-15,7800000000,Lead and articles thereof,
478,378,7801000000,Unwrought lead,
1278,478,7801100000,Refined lead,
1378,478,,Other,
2878,1378,7801910000,Containing by weight antimony as the principal other element,
2978,2878,7801910010,"For refining, containing 0,02 % or more by weight of silver (bullion lead)",
3078,2878,7801910090,Other,
2578,1378,7801990000,Other,
3178,2578,7801991000,"For refining, containing 0,02 % or more by weight of silver (bullion lead)",
3278,2578,7801999000,Other,
578,378,7802000000,Lead waste and scrap,
878,378,7804000000,"Lead plates, sheets, strip and foil; lead powders and flakes",
1678,878,,"Plates, sheets, strip and foil",
2678,1678,7804110000,"Sheets, strip and foil of a thickness (excluding any backing) not exceeding 0,2 mm",
2778,1678,7804190000,Other,
1778,878,7804200000,Powders and flakes,
1078,378,7806000000,Other articles of lead,
1878,1078,7806001000,"Containers with an anti-radiation lead covering, for the transport or storage of radioactive materials",
2178,1078,7806008000,Other,
379,-15,7900000000,Zinc and articles thereof,
479,379,7901000000,Unwrought zinc,
1979,479,,"Zinc, not alloyed",
3379,1979,7901110000,"Containing by weight 99,99 % or more of zinc",
3479,1979,7901120000,"Containing by weight less than 99,99 % of zinc",
3979,3479,7901121000,"Containing by weight 99,95 % or more but less than 99,99 % of zinc",
4079,3479,7901123000,"Containing by weight 98,5 % or more but less than 99,95 % of zinc",
4179,3479,7901129000,"Containing by weight 97,5 % or more but less than 98,5 % of zinc",
